,Game Type,Match ID,Tier Average,user,Match Status,Match Duration,Champion Used,K/D/A,Kill Participation,Total CS,Control Wards Bought,User Level,D_spell,F_spell
158,Normal,3662737622,None,Yunbee2,Victory,29m 12s,Lillia,6 / 7 / 12,P/Kill 44%,211 (7.2) CS,Control Ward 5,Level15,Smite,Flash
159,ARAM,3662069693,None,Yunbee2,Defeat,20m 30s,Taliyah,13 / 11 / 23,P/Kill 65%,70 (3.4) CS,0,Level18,Ghost,Flash
160,ARAM,3662107476,None,Yunbee2,Defeat,9m 20s,Jayce,10 / 11 / 6,P/Kill 89%,40 (4.3) CS,0,Level12,Mark,Flash
161,ARAM,3662046614,None,Yunbee2,Victory,15m 27s,Seraphine,6 / 6 / 22,P/Kill 64%,42 (2.7) CS,0,Level15,Barrier,Flash
162,ARAM,3660981514,None,Yunbee2,Victory,26m 7s,Ahri,13 / 15 / 31,P/Kill 66%,75 (2.9) CS,0,Level18,Ignite,Flash
163,ARAM,3660629988,None,Yunbee2,Victory,21m 12s,Anivia,7 / 7 / 19,P/Kill 55%,72 (3.4) CS,0,Level18,Mark,Flash
164,Normal,3659212005,None,Yunbee2,Victory,15m 26s,Irelia,5 / 2 / 1,P/Kill 29%,138 (8.9) CS,0,Level12,Teleport,Flash
165,Normal,3657611842,None,Yunbee2,Victory,32m 12s,Jhin,15 / 5 / 17,P/Kill 70%,285 (8.9) CS,Control Ward 1,Level18,Heal,Flash
166,Normal,3657544200,None,Yunbee2,Defeat,29m 22s,Samira,3 / 12 / 9,P/Kill 48%,249 (8.5) CS,0,Level15,Heal,Flash
167,ARAM,3657549856,None,Yunbee2,Defeat,14m 19s,Gnar,7 / 10 / 9,P/Kill 84%,43 (3) CS,0,Level13,Mark,Flash
168,ARAM,3657015905,None,Yunbee2,Defeat,22m 38s,Camille,14 / 20 / 25,P/Kill 63%,40 (1.8) CS,0,Level18,Ghost,Flash
169,ARAM,3656985091,None,Yunbee2,Victory,11m 21s,Miss Fortune,20 / 4 / 20,P/Kill 98%,67 (5.9) CS,0,Level13,Ghost,Flash
170,ARAM,3656299599,None,Yunbee2,Victory,27m 34s,Miss Fortune,23 / 14 / 24,P/Kill 77%,114 (4.1) CS,0,Level18,Mark,Flash
171,Normal,3656315503,None,Yunbee2,Victory,20m 19s,Kai'Sa,7 / 1 / 5,P/Kill 55%,193 (9.5) CS,Control Ward 2,Level12,Heal,Flash
172,Normal,3656303173,None,Yunbee2,Victory,15m 20s,Ryze,7 / 0 / 2,P/Kill 43%,141 (9.2) CS,Control Ward 2,Level11,Teleport,Flash
173,ARAM,3655340350,None,Yunbee2,Victory,14m 25s,Orianna,9 / 6 / 28,P/Kill 84%,46 (3.2) CS,0,Level15,Mark,Flash
174,ARAM,3655278788,None,Yunbee2,Victory,11m 53s,Lucian,13 / 6 / 18,P/Kill 78%,53 (4.5) CS,0,Level13,Flash,Mark
175,ARAM,3654652233,None,Yunbee2,Victory,17m 28s,Nidalee,12 / 5 / 31,P/Kill 83%,48 (2.7) CS,0,Level18,Mark,Flash
176,ARAM,3654616789,None,Yunbee2,Victory,21m 0s,Jhin,10 / 8 / 17,P/Kill 54%,103 (4.9) CS,0,Level18,Exhaust,Flash
177,ARAM,3654589802,None,Yunbee2,Victory,19m 10s,Camille,13 / 10 / 22,P/Kill 85%,72 (3.8) CS,0,Level18,Ghost,Flash
178,ARAM,3654553543,None,Yunbee2,Victory,18m 43s,Veigar,14 / 8 / 14,P/Kill 74%,110 (5.9) CS,0,Level17,Exhaust,Flash
179,Ranked Solo,3653902100,Grandmaster,Yunbee2,Defeat,33m 35s,Orianna,14 / 6 / 9,P/Kill 79%,256 (7.6) CS,Control Ward 5,Level18,Ignite,Flash
180,Normal,3652898590,None,Yunbee2,Defeat,32m 36s,Samira,13 / 10 / 18,P/Kill 74%,266 (8.2) CS,Control Ward 4,Level17,Heal,Flash
181,Flex 5:5 Rank,3652873767,Platinum 4,Yunbee2,Defeat,23m 48s,Lillia,6 / 7 / 7,P/Kill 87%,150 (6.3) CS,Control Ward 2,Level13,Smite,Flash
182,Flex 5:5 Rank,3652814955,Platinum 4,Yunbee2,Defeat,26m 35s,Olaf,13 / 7 / 8,P/Kill 81%,204 (7.7) CS,Control Ward 4,Level16,Smite,Flash
183,ARAM,3651138436,None,Yunbee2,Victory,25m 48s,Vladimir,8 / 15 / 35,P/Kill 69%,65 (2.5) CS,0,Level18,Mark,Flash
184,ARAM,3651133897,None,Yunbee2,Victory,18m 21s,Yasuo,4 / 10 / 29,P/Kill 69%,81 (4.4) CS,0,Level17,Mark,Flash
185,ARAM,3651019586,None,Yunbee2,Defeat,15m 44s,Katarina,16 / 9 / 9,P/Kill 71%,50 (3.2) CS,0,Level15,Mark,Flash
186,URF,3649996106,None,Yunbee2,Victory,21m 38s,Nasus,21 / 8 / 7,P/Kill 74%,201 (9.3) CS,0,Level19,Smite,Flash
187,URF,3650002190,None,Yunbee2,Victory,17m 4s,Jhin,26 / 5 / 4,P/Kill 70%,180 (10.5) CS,0,Level17,Ghost,Flash
188,URF,3649960013,None,Yunbee2,Victory,16m 44s,Ezreal,27 / 8 / 2,P/Kill 62%,179 (10.7) CS,0,Level17,Heal,Flash
189,ARAM,3647551867,None,Yunbee2,Defeat,13m 0s,Lucian,11 / 6 / 8,P/Kill 70%,75 (5.8) CS,0,Level13,Cleanse,Flash
190,Ranked Solo,3645322446,Grandmaster,Yunbee2,Defeat,20m 25s,Syndra,2 / 4 / 1,P/Kill 27%,185 (9.1) CS,0,Level13,Teleport,Flash
191,Ranked Solo,3645201480,Grandmaster,Yunbee2,Victory,15m 57s,Galio,3 / 1 / 6,P/Kill 41%,90 (5.6) CS,Control Ward 1,Level10,Ignite,Flash
192,Ranked Solo,3645184251,Grandmaster,Yunbee2,Victory,19m 55s,Sylas,4 / 2 / 2,P/Kill 35%,172 (8.6) CS,Control Ward 1,Level13,Teleport,Flash
193,Ranked Solo,3644935090,Grandmaster,Yunbee2,Defeat,15m 55s,Azir,2 / 3 / 5,P/Kill 78%,111 (7) CS,Control Ward 2,Level10,Teleport,Flash
194,Ranked Solo,3644521415,Grandmaster,Yunbee2,Defeat,31m 22s,Sylas,10 / 7 / 5,P/Kill 56%,223 (7.1) CS,Control Ward 6,Level16,Teleport,Flash
195,Ranked Solo,3644467363,Grandmaster,Yunbee2,Defeat,26m 44s,Rumble,3 / 7 / 11,P/Kill 44%,144 (5.4) CS,Control Ward 5,Level14,Teleport,Flash
196,Ranked Solo,3642171539,Challenger,Yunbee2,Victory,40m 1s,Twisted Fate,6 / 4 / 17,P/Kill 74%,360 (9) CS,Control Ward 3,Level18,Teleport,Flash
197,ARAM,3642046368,None,Yunbee2,Victory,17m 5s,Lucian,17 / 9 / 19,P/Kill 73%,93 (5.4) CS,0,Level16,Cleanse,Flash
198,Ranked Solo,3641549076,Challenger,Yunbee2,Victory,27m 27s,Irelia,9 / 3 / 6,P/Kill 52%,276 (10.1) CS,Control Ward 4,Level17,Teleport,Flash
199,Ranked Solo,3641513852,Grandmaster,Yunbee2,Defeat,29m 13s,Orianna,1 / 7 / 6,P/Kill 41%,250 (8.6) CS,0,Level15,Teleport,Flash
200,Normal,3672632097,None,5fire,Victory,35m 40s,Sylas,12 / 11 / 14,P/Kill 52%,206 (5.8) CS,Control Ward 1,Level18,Flash,Teleport
201,Normal,3672606014,None,5fire,Victory,15m 45s,Syndra,4 / 1 / 3,P/Kill 35%,148 (9.4) CS,Control Ward 2,Level12,Flash,Teleport
202,ARAM,3671804595,None,5fire,Defeat,19m 15s,Ornn,7 / 7 / 16,P/Kill 53%,57 (3) CS,0,Level18,Flash,Mark
203,ARAM,3671849749,None,5fire,Defeat,30m 18s,Veigar,20 / 14 / 31,P/Kill 73%,100 (3.3) CS,0,Level18,Flash,Mark
204,ARAM,3670112877,None,5fire,Victory,14m 53s,Akali,22 / 8 / 21,P/Kill 78%,44 (3) CS,0,Level17,Flash,Mark
205,ARAM,3670029112,None,5fire,Defeat,18m 37s,Alistar,10 / 9 / 27,P/Kill 80%,29 (1.6) CS,0,Level17,Flash,Mark
206,ARAM,3670034034,None,5fire,Defeat,20m 23s,Yone,8 / 9 / 15,P/Kill 58%,70 (3.4) CS,0,Level18,Flash,Mark
207,ARAM,3670019155,None,5fire,Defeat,17m 38s,Nami,2 / 7 / 39,P/Kill 100%,8 (0.5) CS,0,Level16,Flash,Mark
208,Normal,3667610687,None,5fire,Victory,37m 40s,Taric,9 / 10 / 26,P/Kill 50%,154 (4.1) CS,Control Ward 3,Level17,Flash,Teleport
209,Normal,3667566248,None,5fire,Defeat,22m 56s,Cho'Gath,8 / 7 / 5,P/Kill 81%,56 (2.4) CS,Control Ward 1,Level11,Flash,Ignite
210,Normal,3667553513,None,5fire,Victory,16m 3s,Nautilus,1 / 3 / 8,P/Kill 32%,65 (4) CS,Control Ward 1,Level9,Flash,Ignite
211,Normal,3667477588,None,5fire,Victory,34m 34s,Urgot,10 / 8 / 8,P/Kill 37%,262 (7.6) CS,Control Ward 1,Level18,Flash,Smite
212,Normal,3666703088,None,5fire,Victory,39m 36s,Urgot,21 / 8 / 11,P/Kill 68%,283 (7.1) CS,Control Ward 1,Level18,Flash,Smite
213,ARAM,3662331723,None,5fire,Victory,18m 30s,Quinn,18 / 9 / 19,P/Kill 66%,77 (4.2) CS,0,Level17,Flash,Mark
214,Normal,3660787154,None,5fire,Victory,38m 4s,Zed,21 / 7 / 3,P/Kill 57%,282 (7.4) CS,Control Ward 3,Level18,Flash,Ignite
215,Normal,3660727231,None,5fire,Victory,37m 40s,Seraphine,4 / 8 / 15,P/Kill 56%,266 (7.1) CS,Control Ward 6,Level17,Flash,Heal
216,Normal,3660721674,None,5fire,Defeat,23m 11s,Varus,12 / 8 / 8,P/Kill 69%,164 (7.1) CS,Control Ward 1,Level12,Flash,Cleanse
217,Normal,3660645771,None,5fire,Victory,26m 3s,Samira,33 / 5 / 13,P/Kill 87%,225 (8.6) CS,Control Ward 2,Level16,Flash,Heal
218,Normal,3660547191,None,5fire,Defeat,25m 4s,Malphite,9 / 5 / 8,P/Kill 57%,172 (6.9) CS,Control Ward 1,Level15,Flash,Teleport
219,Normal,3660534786,None,5fire,Victory,15m 11s,Camille,2 / 3 / 0,P/Kill 18%,95 (6.3) CS,0,Level10,Flash,Teleport
220,Normal,3660542288,None,5fire,Victory,15m 52s,Camille,7 / 1 / 3,P/Kill 43%,103 (6.5) CS,0,Level11,Flash,Teleport
221,Normal,3660520104,None,5fire,Victory,15m 42s,Viktor,11 / 0 / 0,P/Kill 50%,141 (9) CS,Control Ward 1,Level12,Flash,Ignite
222,Normal,3659554662,None,5fire,Victory,19m 5s,Fizz,11 / 2 / 1,P/Kill 46%,138 (7.2) CS,Control Ward 1,Level13,Flash,Ignite
223,Normal,3659518693,None,5fire,Victory,24m 35s,Akali,12 / 2 / 8,P/Kill 57%,192 (7.8) CS,Control Ward 2,Level15,Flash,Teleport
224,Normal,3659448897,None,5fire,Victory,34m 44s,Kassadin,11 / 6 / 10,P/Kill 41%,249 (7.2) CS,Control Ward 1,Level17,Flash,Teleport
225,Normal,3659392478,None,5fire,Victory,26m 50s,Seraphine,9 / 10 / 16,P/Kill 68%,158 (5.9) CS,Control Ward 3,Level14,Flash,Heal
226,Normal,3659333339,None,5fire,Victory,36m 4s,Zoe,21 / 5 / 8,P/Kill 52%,246 (6.8) CS,Control Ward 2,Level18,Flash,Ignite
227,Normal,3659285680,None,5fire,Defeat,27m 39s,Cho'Gath,11 / 8 / 6,P/Kill 46%,149 (5.4) CS,Control Ward 1,Level14,Flash,Teleport
228,Normal,3659175489,None,5fire,Defeat,40m 37s,Ahri,12 / 10 / 9,P/Kill 42%,264 (6.5) CS,Control Ward 4,Level18,Flash,Ignite
229,Normal,3659133393,None,5fire,Victory,24m 18s,Malzahar,9 / 4 / 14,P/Kill 48%,201 (8.3) CS,Control Ward 3,Level14,Flash,Heal
230,Normal,3658745678,None,5fire,Defeat,24m 18s,Samira,2 / 8 / 1,P/Kill 43%,159 (6.5) CS,Control Ward 1,Level11,Flash,Heal
231,Normal,3658677326,None,5fire,Defeat,36m 13s,Ashe,3 / 15 / 8,P/Kill 22%,246 (6.8) CS,Control Ward 2,Level16,Flash,Heal
232,Normal,3658662678,None,5fire,Defeat,29m 27s,Camille,5 / 11 / 7,P/Kill 55%,156 (5.3) CS,Control Ward 2,Level14,Flash,Teleport
233,Normal,3658659777,None,5fire,Victory,15m 54s,Brand,6 / 2 / 5,P/Kill 44%,110 (6.9) CS,Control Ward 1,Level10,Flash,Heal
234,Normal,3658594822,None,5fire,Victory,32m 4s,Illaoi,10 / 11 / 4,P/Kill 29%,188 (5.9) CS,Control Ward 2,Level16,Flash,Teleport
235,ARAM,3656323540,None,5fire,Victory,24m 0s,Katarina,15 / 8 / 20,P/Kill 71%,58 (2.4) CS,0,Level18,Flash,Mark
236,ARAM,3656292881,None,5fire,Defeat,15m 50s,Illaoi,6 / 10 / 12,P/Kill 67%,41 (2.6) CS,0,Level14,Flash,Mark
237,ARAM,3656271253,None,5fire,Defeat,12m 23s,Fiddlesticks,2 / 10 / 18,P/Kill 83%,23 (1.9) CS,0,Level13,Flash,Mark
238,ARAM,3655993288,None,5fire,Victory,20m 24s,Swain,9 / 11 / 16,P/Kill 52%,60 (2.9) CS,0,Level18,Flash,Mark
239,Ranked Solo,3655862574,Grandmaster,5fire,Victory,25m 58s,Akali,10 / 6 / 9,P/Kill 63%,189 (7.3) CS,Control Ward 4,Level15,Flash,Ignite
240,Ranked Solo,3655793703,Grandmaster,5fire,Victory,25m 17s,Yone,8 / 3 / 8,P/Kill 76%,211 (8.3) CS,Control Ward 4,Level15,Flash,Ignite
241,Ranked Solo,3655721365,Grandmaster,5fire,Victory,30m 19s,Jhin,7 / 5 / 8,P/Kill 48%,212 (7) CS,Control Ward 5,Level15,Flash,Heal
242,Ranked Solo,3655642310,Grandmaster,5fire,Victory,23m 37s,Seraphine,7 / 2 / 10,P/Kill 47%,180 (7.6) CS,Control Ward 1,Level14,Flash,Heal
243,Ranked Solo,3655612726,Grandmaster,5fire,Defeat,28m 36s,Jayce,6 / 10 / 10,P/Kill 73%,173 (6) CS,Control Ward 3,Level14,Flash,Ignite
244,Ranked Solo,3655560022,Grandmaster,5fire,Defeat,20m 30s,Yone,1 / 5 / 1,P/Kill 15%,147 (7.2) CS,Control Ward 4,Level12,Flash,Ignite
245,Ranked Solo,3655543642,Grandmaster,5fire,Defeat,21m 39s,LeBlanc,4 / 5 / 3,P/Kill 64%,115 (5.3) CS,Control Ward 5,Level12,Flash,Ignite
246,Ranked Solo,3655467472,Grandmaster,5fire,Defeat,22m 20s,Orianna,4 / 9 / 4,P/Kill 62%,143 (6.4) CS,Control Ward 4,Level12,Flash,Cleanse
247,Ranked Solo,3655443667,Grandmaster,5fire,Defeat,29m 5s,Lucian,10 / 10 / 5,P/Kill 71%,205 (7) CS,Control Ward 4,Level15,Flash,Ignite
248,ARAM,3654829209,None,5fire,Victory,11m 41s,Pantheon,9 / 5 / 18,P/Kill 68%,35 (3) CS,0,Level14,Flash,Mark
249,Ranked Solo,3653918352,Grandmaster,5fire,Victory,18m 56s,Akali,11 / 3 / 2,P/Kill 81%,160 (8.5) CS,Control Ward 3,Level13,Flash,Ignite
250,Flex 5:5 Rank,3673059363,Diamond 4,hate it here,Victory,29m 2s,Vayne,18 / 4 / 5,P/Kill 43%,208 (7.2) CS,Control Ward 3,Level16,Flash,Smite
251,Flex 5:5 Rank,3673062752,Diamond 4,hate it here,Victory,33m 9s,Vayne,14 / 7 / 7,P/Kill 57%,259 (7.8) CS,Control Ward 3,Level18,Flash,Teleport
252,Flex 5:5 Rank,3671812563,Platinum 1,hate it here,Victory,15m 28s,Riven,4 / 1 / 3,P/Kill 50%,148 (9.6) CS,Control Ward 2,Level12,Flash,Teleport
253,Flex 5:5 Rank,3671699530,Platinum 2,hate it here,Victory,17m 45s,Riven,7 / 1 / 2,P/Kill 36%,181 (10.2) CS,0,Level13,Flash,Teleport
254,Flex 5:5 Rank,3671685956,Platinum 2,hate it here,Victory,30m 33s,Riven,14 / 9 / 8,P/Kill 46%,238 (7.8) CS,Control Ward 4,Level16,Flash,Ignite
255,Flex 5:5 Rank,3659152590,Gold 4,hate it here,Victory,16m 22s,Irelia,13 / 1 / 1,P/Kill 42%,157 (9.6) CS,Control Ward 2,Level12,Flash,Teleport
256,Flex 5:5 Rank,3659077100,Gold 3,hate it here,Defeat,20m 47s,Kalista,4 / 9 / 0,P/Kill 50%,146 (7) CS,0,Level11,Flash,Ignite
257,Flex 5:5 Rank,3659050742,Gold 1,hate it here,Victory,28m 5s,Akali,23 / 7 / 7,P/Kill 58%,192 (6.8) CS,Control Ward 4,Level17,Flash,Teleport
258,Ranked Solo,3652503366,Grandmaster,hate it here,Victory,17m 42s,Kalista,6 / 1 / 4,P/Kill 36%,151 (8.5) CS,Control Ward 4,Level11,Flash,Teleport
259,Ranked Solo,3652436355,Grandmaster,hate it here,Victory,20m 50s,Akali,8 / 0 / 0,P/Kill 50%,175 (8.4) CS,Control Ward 3,Level13,Teleport,Ignite
260,Ranked Solo,3652346612,Grandmaster,hate it here,Defeat,33m 27s,Tahm Kench,3 / 8 / 6,P/Kill 35%,38 (1.1) CS,Control Ward 8,Level14,Flash,Ignite
261,Ranked Solo,3648413210,Grandmaster,hate it here,Defeat,30m 24s,Ezreal,2 / 4 / 11,P/Kill 65%,238 (7.8) CS,Control Ward 2,Level15,Flash,Teleport
262,Ranked Solo,3648286751,Challenger,hate it here,Defeat,21m 39s,Riven,4 / 7 / 2,P/Kill 43%,182 (8.4) CS,Control Ward 4,Level13,Flash,Teleport
263,Ranked Solo,3644525630,Grandmaster,hate it here,Victory,11m 7s,Vayne,2 / 0 / 1,P/Kill 33%,73 (6.6) CS,Control Ward 1,Level8,Flash,Cleanse
264,Ranked Solo,3633745246,Grandmaster,hate it here,Defeat,15m 34s,Samira,0 / 6 / 0,P/Kill 0%,97 (6.2) CS,0,Level8,Flash,Heal
265,Ranked Solo,3633772697,Grandmaster,hate it here,Defeat,16m 0s,Camille,1 / 3 / 0,P/Kill 11%,120 (7.5) CS,Control Ward 1,Level10,Flash,Teleport
266,Ranked Solo,3633709676,Grandmaster,hate it here,Defeat,28m 29s,Lucian,1 / 3 / 6,P/Kill 33%,161 (5.7) CS,Control Ward 2,Level13,Flash,Teleport
267,Ranked Solo,3633695733,Challenger,hate it here,Victory,29m 52s,Akali,12 / 4 / 6,P/Kill 41%,209 (7) CS,Control Ward 7,Level17,Flash,Teleport
268,Ranked Solo,3633682327,Challenger,hate it here,Defeat,26m 37s,Wukong,2 / 8 / 9,P/Kill 55%,188 (7.1) CS,Control Ward 5,Level14,Flash,Teleport
269,Ranked Solo,3633619445,Grandmaster,hate it here,Victory,18m 46s,Riven,8 / 1 / 1,P/Kill 36%,185 (9.9) CS,Control Ward 3,Level13,Flash,Teleport
270,Ranked Solo,3633596666,Grandmaster,hate it here,Defeat,19m 4s,Graves,2 / 4 / 1,P/Kill 50%,108 (5.7) CS,Control Ward 3,Level10,Flash,Smite
271,Ranked Solo,3633558825,Challenger,hate it here,Victory,20m 38s,Ekko,9 / 3 / 10,P/Kill 73%,142 (6.9) CS,Control Ward 6,Level13,Flash,Smite
272,Ranked Solo,3633573144,Grandmaster,hate it here,Victory,20m 49s,Camille,4 / 3 / 4,P/Kill 31%,149 (7.2) CS,Control Ward 2,Level13,Flash,Teleport
273,Ranked Solo,3633457462,Grandmaster,hate it here,Defeat,24m 8s,Nidalee,2 / 6 / 1,P/Kill 30%,148 (6.1) CS,Control Ward 6,Level12,Flash,Smite
274,Ranked Solo,3633425792,Grandmaster,hate it here,Victory,49m 23s,Graves,9 / 6 / 21,P/Kill 65%,257 (5.2) CS,Control Ward 6,Level18,Flash,Smite
275,Ranked Solo,3633341450,Grandmaster,hate it here,Defeat,22m 56s,Camille,7 / 4 / 5,P/Kill 67%,165 (7.2) CS,Control Ward 3,Level14,Flash,Teleport
276,Ranked Solo,3633262644,Challenger,hate it here,Defeat,29m 51s,Fiora,3 / 6 / 7,P/Kill 43%,234 (7.8) CS,Control Ward 2,Level16,Flash,Teleport
277,Ranked Solo,3633205654,Grandmaster,hate it here,Defeat,23m 26s,Riven,6 / 5 / 5,P/Kill 79%,173 (7.4) CS,Control Ward 2,Level13,Flash,Teleport
278,ARAM,3631686444,None,hate it here,Victory,11m 28s,Katarina,15 / 7 / 26,P/Kill 84%,24 (2.1) CS,0,Level13,Flash,Mark
279,Ranked Solo,3630599563,Grandmaster,hate it here,Victory,40m 34s,Vayne,9 / 6 / 4,P/Kill 41%,303 (7.5) CS,Control Ward 3,Level18,Flash,Cleanse
280,Ranked Solo,3630559287,Challenger,hate it here,Victory,18m 23s,Camille,2 / 0 / 4,P/Kill 30%,153 (8.3) CS,Control Ward 3,Level12,Flash,Teleport
281,Ranked Solo,3630542001,Grandmaster,hate it here,Defeat,26m 0s,Sylas,10 / 6 / 1,P/Kill 58%,140 (5.4) CS,Control Ward 8,Level14,Flash,Teleport
282,Ranked Solo,3630483841,Grandmaster,hate it here,Defeat,25m 13s,Lucian,1 / 5 / 2,P/Kill 27%,180 (7.1) CS,Control Ward 5,Level13,Flash,Teleport
283,Ranked Solo,3630367279,Challenger,hate it here,Victory,29m 53s,Camille,11 / 6 / 9,P/Kill 61%,201 (6.7) CS,Control Ward 1,Level16,Flash,Teleport
284,Ranked Solo,3629789614,Grandmaster,hate it here,Defeat,21m 43s,Lucian,3 / 7 / 0,P/Kill 38%,168 (7.7) CS,Control Ward 1,Level12,Flash,Ignite
285,Ranked Solo,3629783826,Grandmaster,hate it here,Defeat,36m 34s,Riven,2 / 10 / 9,P/Kill 39%,241 (6.6) CS,Control Ward 4,Level16,Flash,Teleport
286,Ranked Solo,3629718818,Grandmaster,hate it here,Defeat,23m 38s,Akali,5 / 4 / 2,P/Kill 37%,172 (7.3) CS,Control Ward 1,Level13,Flash,Teleport
287,Ranked Solo,3629667091,Grandmaster,hate it here,Defeat,15m 32s,Sylas,2 / 5 / 0,P/Kill 33%,65 (4.2) CS,Control Ward 2,Level8,Flash,Teleport
288,Ranked Solo,3629562607,Grandmaster,hate it here,Defeat,20m 14s,Ezreal,1 / 6 / 3,P/Kill 50%,145 (7.2) CS,0,Level10,Flash,Teleport
289,Ranked Solo,3629448151,Grandmaster,hate it here,Defeat,21m 21s,Lillia,1 / 6 / 1,P/Kill 33%,120 (5.6) CS,Control Ward 4,Level10,Flash,Smite
290,Ranked Solo,3621643231,Grandmaster,hate it here,Victory,23m 28s,Camille,5 / 2 / 2,P/Kill 32%,208 (8.9) CS,0,Level14,Flash,Teleport
291,Ranked Solo,3621548830,Grandmaster,hate it here,Victory,23m 24s,Riven,5 / 1 / 2,P/Kill 27%,180 (7.7) CS,Control Ward 1,Level13,Flash,Teleport
292,Ranked Solo,3621572758,Grandmaster,hate it here,Defeat,27m 2s,Sylas,5 / 6 / 3,P/Kill 40%,179 (6.6) CS,Control Ward 3,Level14,Flash,Teleport
293,Ranked Solo,3614446091,Grandmaster,hate it here,Victory,25m 38s,Riven,10 / 4 / 6,P/Kill 41%,219 (8.5) CS,Control Ward 2,Level15,Flash,Teleport
294,Ranked Solo,3614195365,Grandmaster,hate it here,Victory,36m 33s,Irelia,7 / 4 / 1,P/Kill 38%,344 (9.4) CS,Control Ward 5,Level18,Flash,Teleport
295,Ranked Solo,3614168490,Grandmaster,hate it here,Victory,26m 16s,Sylas,16 / 1 / 9,P/Kill 69%,203 (7.7) CS,Control Ward 2,Level16,Flash,Teleport
296,Ranked Solo,3614145155,Challenger,hate it here,Victory,15m 12s,Riven,2 / 3 / 4,P/Kill 32%,98 (6.4) CS,Control Ward 1,Level10,Flash,Teleport
297,Ranked Solo,3614160811,Challenger,hate it here,Victory,23m 38s,Renekton,3 / 3 / 5,P/Kill 35%,227 (9.6) CS,Control Ward 2,Level15,Flash,Teleport
298,Ranked Solo,3614115332,Challenger,hate it here,Victory,27m 5s,Riven,14 / 0 / 0,P/Kill 58%,274 (10.1) CS,Control Ward 5,Level17,Flash,Teleport
299,Ranked Solo,3614102710,Grandmaster,hate it here,Victory,15m 29s,Camille,8 / 0 / 1,P/Kill 50%,133 (8.6) CS,0,Level12,Flash,Teleport
300,Tutorial 1,3672451550,None,PantsAreFacebook,Victory,2m 16s,Miss Fortune,7 / 1 / 2,P/Kill 0%,12 (5.3) CS,0,Level13,Ghost,Heal
301,Tutorial 1,3672451234,None,PantsAreFacebook,Victory,2m 15s,Miss Fortune,6 / 0 / 2,P/Kill 0%,11 (4.9) CS,0,Level13,Ghost,Heal
302,Tutorial 1,3672421231,None,PantsAreFacebook,Victory,2m 13s,Miss Fortune,5 / 0 / 1,P/Kill 0%,12 (5.4) CS,0,Level13,Ghost,Heal
303,Tutorial 1,3672450584,None,PantsAreFacebook,Victory,2m 21s,Miss Fortune,4 / 1 / 3,P/Kill 0%,12 (5.1) CS,0,Level13,Ghost,Heal
304,Tutorial 1,3672460185,None,PantsAreFacebook,Victory,2m 17s,Miss Fortune,4 / 0 / 4,P/Kill 0%,15 (6.6) CS,0,Level13,Ghost,Heal
305,Tutorial 1,3672439982,None,PantsAreFacebook,Victory,2m 14s,Miss Fortune,6 / 0 / 2,P/Kill 0%,12 (5.4) CS,0,Level13,Ghost,Heal
306,Tutorial 1,3672379617,None,PantsAreFacebook,Victory,2m 15s,Miss Fortune,7 / 0 / 2,P/Kill 0%,13 (5.8) CS,0,Level13,Ghost,Heal
307,Tutorial 1,3672395749,None,PantsAreFacebook,Victory,2m 19s,Miss Fortune,4 / 0 / 4,P/Kill 0%,15 (6.5) CS,0,Level13,Ghost,Heal
308,Tutorial 1,3672365781,None,PantsAreFacebook,Victory,2m 17s,Miss Fortune,5 / 0 / 3,P/Kill 0%,18 (7.9) CS,0,Level13,Ghost,Heal
309,Tutorial 1,3672365449,None,PantsAreFacebook,Victory,2m 19s,Miss Fortune,6 / 0 / 3,P/Kill 0%,15 (6.5) CS,0,Level13,Ghost,Heal
310,Tutorial 1,3672293886,None,PantsAreFacebook,Victory,2m 11s,Miss Fortune,5 / 0 / 3,P/Kill 0%,17 (7.8) CS,0,Level13,Ghost,Heal
311,Tutorial 1,3672264453,None,PantsAreFacebook,Victory,2m 13s,Miss Fortune,6 / 0 / 3,P/Kill 0%,18 (8.1) CS,0,Level13,Ghost,Heal
312,Tutorial 1,3672292894,None,PantsAreFacebook,Victory,2m 14s,Miss Fortune,7 / 0 / 1,P/Kill 0%,18 (8.1) CS,0,Level13,Ghost,Heal
313,Tutorial 1,3672292608,None,PantsAreFacebook,Victory,2m 18s,Miss Fortune,5 / 0 / 4,P/Kill 0%,19 (8.3) CS,0,Level13,Ghost,Heal
314,Tutorial 1,3672236974,None,PantsAreFacebook,Victory,2m 30s,Miss Fortune,5 / 1 / 2,P/Kill 0%,19 (7.6) CS,0,Level13,Ghost,Heal
315,Tutorial 1,3672216059,None,PantsAreFacebook,Victory,2m 14s,Miss Fortune,7 / 0 / 2,P/Kill 0%,17 (7.6) CS,0,Level13,Ghost,Heal
316,Tutorial 1,3672251290,None,PantsAreFacebook,Victory,2m 16s,Miss Fortune,5 / 0 / 3,P/Kill 0%,16 (7.1) CS,0,Level13,Ghost,Heal
317,Tutorial 1,3672192308,None,PantsAreFacebook,Victory,2m 25s,Miss Fortune,5 / 1 / 3,P/Kill 0%,10 (4.1) CS,0,Level13,Ghost,Heal
318,Tutorial 1,3672201446,None,PantsAreFacebook,Victory,2m 25s,Miss Fortune,6 / 0 / 3,P/Kill 0%,15 (6.2) CS,0,Level13,Ghost,Heal
